-4532.746364,-1000.804596,-1524.823795
-4480.209642,-1048.685245,-1573.500140
502.855484,-1484.897429,-1275.536308
-4269.516084,-946.396463,-1516.903925
-5790.194517,-1068.164821,-1508.678006
-7177.860737,-651.981144,187.200309
-7208.363847,-828.957300,213.754935
-4513.791331,-712.033379,963.175804
-4810.586701,-784.919201,1022.468274
-5827.361306,-899.248117,570.733333
-6339.637573,1414.766611,-334.025365
-6720.143647,1109.930137,-640.797569
-4114.156914,2274.092456,396.722225
-3641.965210,1462.722897,-475.807787
-7047.750572,737.931162,-949.678419
-3798.172983,-950.545486,-1427.800903
-4191.496748,-938.936011,-1491.153218
-6034.168488,-774.417092,399.825725
-4225.292380,-816.927407,945.568702
-1036.772812,1370.974029,-141.542333
-1376.445890,1249.446329,-202.813447
-950.807249,1453.558430,-260.384893
4456.073919,-1064.877034,-1477.809694
4065.587395,-1294.691531,-1450.476239
3966.831455,-1355.876967,-1351.965773
-736.613674,-586.563995,1847.584862
-1309.133360,-594.228482,1634.682175
-1717.434431,-790.451988,1692.858858
102.141153,-697.452116,1828.138903
2293.231070,2715.318228,-223.242452
1952.531493,2108.927179,66.629536
1368.417876,1861.579576,52.776311
1382.758712,1814.471921,-242.049930
10455.887607,-1615.977124,-916.940177
10016.081862,-1606.058045,-1052.251648
9825.761451,-1666.520754,-1120.686067
7649.355961,-1371.269369,-1170.968902
3934.231066,-1015.074380,2818.059098
3351.018513,-897.128562,2832.402157
3191.909787,-923.870278,2649.469883
3618.813201,-889.554454,2902.034882
8230.546521,1850.778405,-513.836187
7773.684596,1597.500573,-283.412001
7464.897857,1571.061741,-192.641514
3358.268130,2470.389701,158.293787
2889.737350,2213.059394,137.346931
